tweet,class
 if racial minorities werent criminally inclined they wouldnt have so much to worry about. act your color race traitor,1
 i live in the eye of a white trash hurricane. milwaukie or. where people use bikes bc of duis not to save the environment.,1
 what else do you expect from that nigger lover,1
 shut your di di trap you limp knees ashy footed blue balls isolated hamster wheel no nipples bitch,1
 congratulations you are officially fucking retarded.,1
 the favorite drink of white trash everywhere....,1
  fight me you fucking obese niglet,1
 you are an ignorant cunt.,1
 okay lets fight you ginger faggot,1
  well he is at genos. so he is the ultimate faggot,1
 oh really fags are gross you aids infected sick fuckers,1
  glad about your uncle another stupid faggot off the world hopefully you next.,1
 i see a picture of you smoking such a man of god. disgraceful nig you sir are an embarrassment.,1
 no you ignorant cement headed hillbilly. you said taxing. cant you fuckin read you fucking knob gobbling douchebag,1
  come wage with us fag,1
  niggers,1
 no the fuck am not bitch how bout u get out there bitch ass nigga stupid ass,1
 i knew you were a faggot though,1
 hit a bitch its not like you can see the bruises,1
 youre a fucking faggot.,1
 im  fag ,1
 yeah you right and you know them mexicans bringing all they family that hoe finna be packed,1
 if you go could you hook up the plant city faggots or,1
 im surprised you could read it with slits for eyes,1
 ugly dyke,1
 stfu u ugly dyke,1
 he looks like reg. memphistn. trash we got them everywhere.,1
 boringamphack allah and mohamed are also against fags.please mention them as well.did god take away your balls as punishment,1
" im a faggot 

",1
 cody is always calling people nigger. hes a fucking spaz,1
 some negro amigo pulled a gun on nate and i a few weeks ago. i was stoked,1
 thats what happens when you date a colored,1
 im going to murder that fucking cunt,1
 ugly white bitch,1
 ur ballsack is hairy gtfo tranny prude bitch,1
 that was back when nigger music was decent,1
   bitch u ugly then hoe,1
 youre a fag,1
  me then faggot,1
 hell naw he aint he the star of that team lol but im sure that white honkey called him a nigga,1
  chill ur pussy gay af,1
    go back to lego club faggot,1
    yeah ok nigger.,1
 dont my nigga me honkie,1
 ugly emo trash go cut,1
 its goldbar dumb bitch and no my dad wouldnt pick you up he doesnt like faggots like you ,1
   soft shit are you handicapped or retarded,1
 only rich white liberals know whats best for black people. if they dont see that theyre obviously uncle toms.,1
 are you working on route running and catching. youll be a good wr for grier. have fun with the white trash racist uf fans. fsu,1
 .we got  except eric holder gave them  the beaners  kill americans guess he is race blind,1
 faggot,1
 fags,1
 your dad is genuine happy guy because his kids arent niggers though  jimmy is my nigga eva,1
 i believe that you fuckin can punk nigga bitch,1
  bitch you watch your fucking mouth you di whore. i swear to god thats a thin line,1
 that bitch done.. have it to u on sunday my nigga,1
  fucking faggot,1
 not no but hell no when blk. stop sayin nigger i will what they can have i can have. this is america,1
 town . at a movie with friends. i stabbed a nig  times and got sent to prison. justice,1
 faggot i knew you werent really my friend.,1
 did i mention you are an ugly cunt go back to iran.,1
   you little fag. at least i will fuck a woman to have kids. plus work to suppo them. hipster homo,1
 my bitch dont want your ugly ass gtfo ol peyton manning lookin ass,1
 y dont u end us monkeys then u hate us because were better than crackers amp i love it. deep down u know weve done nothin  u,1
  who is dis crack ass cracker,1
 white boy talmbout ight ill see you tomorrow at school nigger,1
 alright fag,1
 i made you lunch you fat faggot ,1
  this is twitter. not only are you a fag but youre also retarded.,1
  all of these rednecks and none of them can keep the fire lit ,1
 whats this chinks email im moving to china and slicing his throat,1
 i hear bill likes trailer trash like you.     ,1
a guy claiming to be republican called cspan news and said republicans hate that nigger obama ,1
a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at,1
accept your flaws and imperfections because thats what makes you you see im a fuck small dick faggot with parents who dont love me.,1
aint nuttin but a white trash pa,1
aint shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol,1
aint nobody wearing those new westbrook jordans but mexicans amp trailer park trash white girls.,1
al noooo ...... too late fuckin faggot  lmao,1
all da lil bald headed bitches standn outside of kevin gates tryna get in ,1
all you muzzy lovers need to do one thing. tell muzzies in the mideast to leave israel alone. dont sta no shit wont be no shit. israel,1
almost got to see a white boy get beat around today but he ran like a bitch.,1
already more yellows than the last  years combined indycar honda,1
alright ya faggots. lets just stop with all the so and . no one gives a fuck on what you think of other people. probably lying anyways,1
america is white trash and so are all americans.,1
and i wanna say something soooooo bad to these two cunts on twitter eh..,1
and im definitely top  at makin beats in the city but yall niggers love your trap beats so yall probably wont admit that,1
and the jew  favorited my tweet though. lol. dont have anymore time for this trash.,1
ankles   hood bitches with long weave is the worst thing ever weave that be touching their ashy ankles ,1
anyone who came to the us as an indentured servant is white trash.,1
apaches  mm rounds turn jihadis into tomato soup    ,1
as always eli has the stupid hick hayseed look on his face giants fans kill yaselves its gonna be a ,1
as soon as we left iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. pisses me off.,1
awk... u dont like your own nephew  cousins bc our race.. lmao broke ugly bitches fuck them we dont need them,1
ayy carlton is a ghetto school now switchedatbi,1
bald head bitches think its their time to prosper ,1
between this trend and the vines acting like women its like niggas couldnt wait to be faggots ,1
"bill smith dds mtv odb lgbtq mma nfl aflcio 

bitch pick one.

fucking hate you.

i know you proud but shit.",1
bitch ass nigga be hating on black women... uncle tom bitch punk.,1
bitch fuck yo nigga whats up with that pussy,1
bitch youre the ugliest cunt ever.,1
bitches be having a nigga but want to be another nigga wcw bitch it dont work like that,1
black bitches dont be kickin up in our school. bitches still comin wit durags still on they head nd shit.,1
black cops want to kill white citizens. spic cops want to kill anglo citizens. zigeuner cops are all rapists.,1
black people like  disgust me laughing at someone who died dumb monkey ass niggas like you need to be locked up just for stupidity,1
boy yung thug is a fag,1
brady heard yall say he was washed now he washing the league on you hoe ass niggas.,1
bro everybody is a ho then fuck it your favorite color is mango red you are a ho you charge your phone all the way to  = ho smh,1
bullets through a nigguh tru jeans,1
bumped into a bitch that filed for sexual harassment at work against a coworker...i aint been so shook in my life,1
burn bitch ,1
but atleast they let me know...ur a faggot if u keep those type of twitter secrets,1
california is home to skater trash.,1
can faggots of honeybooboo imagine this internet world was created to trap them and feed them to allah like gazelles it stephenking,1
cant wait to humble these niggas in the playoffs again. until then good job hoes,1
cant stand bitch ass niggas.,1
cant stand that asian dude just now faggot gives me attitude cause i almost forgot my water fuck u faggot if i wasnt on stage,1
cant stand that faggot.,1
cant take u coons nowhere amp i mean nowhere,1
ceasefirelets see how long those towel heads can go without trying to attack israel then cry to national media when they get popped again,1
celtic means white trash. if someone says theyre celtic it means theyre white trash.,1
chasing these hoes better get cash nigga,1
chicks love these ugly hipster faggots. prolly cause they look like the dad that was never in their life.,1
chill   if i ever become president imma ban henny from america..... for a day just to see you negroes panic. gotcha bitch,1
chris bosh bout to disgrace the trophy like a real faggot smh,1
clan of retards...,1
come on nd get that chicken niggers love dat chicken from popeyes ,1
crew neck ass nigguh,1
curse avi for coke because hes a fag and hasnt put it on yet ,1
cussed out by a fat redneck on the last day yolo    ,1
